id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15251516,Sunny 1-bed apt in central Boston's Bay Village,96990964,Duncan,,Bay Village,42.34815,-71.06811,Entire home/apt,,2,142,2020-03-01,1.55,1,2,0,STR-396906
15256830,Savin Hill by the Sea with Private Bath,72139831,Robin,,Dorchester,42.3094,-71.04672,Private room,100,1,350,2024-06-17,3.75,4,228,48,STR-383505
15281436,Charming Oasis Near Downtown & Airport,5618949,Alan,,East Boston,42.37814,-71.03272,Entire home/apt,169,29,61,2020-11-30,0.68,13,180,0,STR-419049
15296865,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",1012005,Josh,,Bay Village,42.34887,-71.06924,Entire home/apt,,91,0,,,1,0,0,
15313517,Modern + Cool Spacious Studio Steps to the Subway,85533422,Justin Henry & Jorge,,Dorchester,42.31105,-71.04984,Entire home/apt,,3,147,2023-12-03,1.56,2,1,20,STR-518543
15342021,Harmonious and Friendly place #2,17736943,Drusilla,,Dorchester,42.30702,-71.08369,Private room,60,29,132,2023-10-28,1.41,1,365,6,STR-413155
15376003,Spacious guest suite on Dorchester Heights,98244983,Kevin And Diane,,South Boston,42.33385,-71.04569,Private room,150,2,336,2024-06-20,3.63,1,98,51,STR-383389
15397125,Luxury 4BR | 2.5BA Back Bay Duplex,9410008,Jason,,Back Bay,42.34983,-71.08955,Entire home/apt,1200,10,138,2024-06-01,1.48,19,187,12,
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,39,91,5,2018-01-28,0.05,31,365,0,
15521407,Large Private room in Savin Hill,72139831,Robin,,Dorchester,42.30918,-71.04643,Private room,75,1,257,2024-06-18,2.76,4,58,47,STR-383505
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Allston,42.3533,-71.12833,Entire home/apt,160,29,402,2022-12-02,4.46,1,333,0,STR-416677
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,66257167,Victoria,,Bay Village,42.35027,-71.06853,Entire home/apt,206,2,297,2023-12-10,3.20,2,58,26,STR-445531
15710997,Large relaxing apt. next to metro 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.29303,-71.06693,Entire home/apt,,30,134,2023-09-14,1.50,2,143,2,STR-409565
15714436,Family Home Near Downtown + Beautiful Harbor Views,7651528,Bronwyn,,East Boston,42.36524,-71.0308,Entire home/apt,,29,32,2021-04-28,0.44,1,0,0,STR-439247
15773389,Single room across from Fenway Park,78923625,Zac,,Fenway,42.34773,-71.09399,Private room,,91,2,2017-06-23,0.02,1,0,0,
15819226,Back Bay Condo on Marlborough Street!,5139380,Cheryl,,Back Bay,42.35125,-71.08667,Entire home/apt,500,29,31,2022-05-29,0.35,1,300,0,STR-416852
15821724,"Upscale 2 Bdrm Suite: Kitchen, Spa Bath, Laundry",44448784,Peter,,Dorchester,42.28,-71.06983,Entire home/apt,121,5,209,2024-06-19,2.83,1,234,28,STR-544912
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,,Jamaica Plain,42.31764,-71.10922,Entire home/apt,355,7,73,2024-06-08,0.96,1,244,8,STR-402110
15901362,Fabulous North End 3 BR | 1.5 BA in Little Italy,9410008,Jason,,North End,42.36753,-71.05266,Entire home/apt,642,7,168,2024-06-02,1.82,19,166,9,STR-441402
15974807,Sparkling Condo With Modern Amenities,10250028,Michelle,,Allston,42.3587157,-71.1326206,Entire home/apt,550,1,173,2024-06-19,1.87,2,19,46,STR-411261
15981694,"Luxury, Comfortable Apartment in Fenway",103836714,Richy,,Fenway,42.34497,-71.10001,Entire home/apt,,91,0,,,1,0,0,
15985435,Charlestown Condo (Pet Friendly/Peloton Bike)!,23692234,Whitney,,Charlestown,42.37182,-71.06529,Entire home/apt,154,31,50,2023-07-30,0.57,1,181,1,
16001334,Cozy lofted studio on Beacon St in Back Bay!,14460209,Noreen,,Back Bay,42.35346,-71.07693,Entire home/apt,,91,2,2017-07-02,0.02,1,0,0,
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,,Dorchester,42.29181,-71.05264,Entire home/apt,222,2,151,2024-05-23,1.75,1,185,12,STR-383333
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,Allston,42.35457,-71.13293,Entire home/apt,248,91,67,2019-08-10,0.74,1,365,0,
16121974,Super nice room for renting locate at city center,8469839,Fahim,,Fenway,42.34245,-71.09021,Private room,,91,5,2017-01-08,0.05,1,0,0,
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,14016102,Jovan,,Hyde Park,42.26219,-71.11598,Entire home/apt,130,2,270,2024-06-16,2.95,3,304,44,STR-443131
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,Charlestown,42.38185,-71.07693,Private room,78,2,87,2024-06-04,1.03,11,204,17,STR-383107
16239455,Charming Loft with tub - 15min to downtown,6430732,Victoria/Tim,,Dorchester,42.29303,-71.06693,Entire home/apt,151,3,107,2024-06-07,1.18,2,7,11,STR-551909
16272709,Roslindale private 2nd floor 2 bedroom apartment,69267172,Lynda,,Roslindale,42.27486,-71.13495,Entire home/apt,112,29,46,2020-03-15,0.51,11,90,0,STR-416443
16276850,1 bedroom/studio in southie,106461701,Jimmy,,South Boston,42.33905,-71.04792,Entire home/apt,,91,17,2019-11-08,0.19,1,0,0,
16347088,Beautfiul Back Bay Loft with Amazing Views,107036922,Ryan,,Downtown,42.35191,-71.06988,Entire home/apt,165,91,101,2017-11-28,1.11,1,364,0,
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,Charlestown,42.38379,-71.0783,Private room,145,1,168,2024-05-27,1.85,11,196,12,STR-383107
16379917,4bd 2 bath Boston 20 Min to Downtown w/parking,16052189,Jonathan,,Hyde Park,42.2355,-71.13134,Entire home/apt,191,29,9,2024-05-31,0.10,8,319,2,
16413314,Modern Brownstone - walk to Longwood Medical Area!,6570954,Tobias,,Roxbury,42.32676,-71.09364,Private room,76,6,92,2024-06-09,1.03,1,59,30,STR-541538
16447567,#104 Boston 独立房 全楼禁烟AC room,112905339,Weihai,,Dorchester,42.3076,-71.06542,Private room,65,29,94,2024-05-31,1.04,7,241,3,
16453657,Quiet & Perfect Location Near The Red Line!,16186589,Marie,,Dorchester,42.28732,-71.06625,Private room,50,30,3,2023-05-12,0.04,27,355,0,
16459191,"Stylish, Best Location Back Bay Studio!",107981961,Eva,,Back Bay,42.35349,-71.07595,Entire home/apt,210,29,151,2024-03-10,1.66,1,256,3,
16464424,Spacious sunny 2 bedroom on public transit,76753546,Joel,,Brighton,42.34212,-71.14379,Entire home/apt,,91,2,2017-01-04,0.02,1,0,0,
16479752,Large bedroom- easy access to Boston and Cambridge,21745230,Jurek,,Charlestown,42.38191,-71.07865,Private room,75,1,3,2020-02-07,0.03,11,85,0,STR-383106
16515215,Cozy Room in Allston/Brighton,27387830,Catherine,,Allston,42.34924,-71.13915,Private room,,91,1,2017-01-13,0.01,1,0,0,
16517776,Next to T stop-10 min to downtown Boston/Cambridge,21745230,Jurek,,Charlestown,42.38183,-71.07888,Private room,86,1,95,2024-06-01,1.09,11,227,13,STR-383107
16545081,"Renovated, Clean, Quiet & Safe Near Orange Line",18517776,Huggy,,Roxbury,42.31341,-71.09356,Private room,39,100,3,2019-10-18,0.03,31,365,0,
16671164,Comfortable 1 BR steps from public transportation,110286596,Jim,,Dorchester,42.28612,-71.06625,Entire home/apt,,3,135,2023-10-23,1.54,1,75,7,STR-397924
16692369,Bedroom in large apartment-access to Boston/Camb.,21745230,Jurek,,Charlestown,42.38366,-71.0786,Private room,75,1,6,2019-01-11,0.07,11,167,0,STR-383106
16731118,#103 Boston private AC room 可讲国语禁止吸烟,112905339,Weihai,,Dorchester,42.30775,-71.0651,Private room,55,30,49,2022-10-01,0.55,7,217,0,
16770690,Maria's JP Rental - Boston Duplex in Jamaica Plain,111344375,Maria,,Jamaica Plain,42.30745,-71.11043,Entire home/apt,190,4,85,2024-06-01,1.21,1,159,13,STR-436507
16779363,Luxury Treetop Jamaica Plain Arboretum Townhouse,8924550,Jonathan,,Jamaica Plain,42.30391,-71.11777,Entire home/apt,,29,10,2019-12-01,0.12,1,0,0,STR-402182
16835622,馨绯的家,103389254,Jing,,Allston,42.34922,-71.13892,Shared room,,91,1,2017-12-19,0.01,1,0,0,
16892278,Fantastic 2 Bedroom Apartment,37177446,Nelson And Marlene,,Roslindale,42.27781,-71.11602,Entire home/apt,200,3,56,2024-03-04,0.65,1,68,3,STR-415843
16894082,South Boston. Minutes away from Convention Center,27636546,Tanya & Simon.,,South Boston,42.33509,-71.0288,Entire home/apt,290,2,50,2020-12-18,0.57,1,219,0,STR-523715
16909100,Modern luxe 1st Flr apartment steps from the train,68078375,Ann-Marie & George,,Jamaica Plain,42.32036,-71.10403,Entire home/apt,299,3,140,2024-06-17,1.60,1,300,55,STR-544846
16923467,Quiet stay in a Brookline Village,6963539,Joseph,,West Roxbury,42.29506,-71.15325,Private room,500,91,5,2017-04-24,0.06,1,90,0,
16971718,A Victorian Secret AMAZING apt.  in Historic Home,446136994,Heidi,,Roxbury,42.3237,-71.09514,Entire home/apt,267,2,269,2024-06-14,3.35,1,225,50,STR-545299
17042710,2 Bedroom with Luxury Amenities in Back Bay,22541573,Furnished Quarters,,Fenway,42.34432,-71.08673,Entire home/apt,325,32,4,2023-01-29,0.06,34,320,0,
17075037,Lux openspace mins2DowntownBCEC near train Freeprk,25203946,Eder,,Dorchester,42.31057,-71.06361,Entire home/apt,,3,128,2024-05-26,1.43,4,349,6,STR-413523
17210305,Renovated House Clean room,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,39,91,3,2017-12-01,0.03,31,13,0,
17222935,Reasonable  Place for your stay near the T Lines!,16186589,Marie,,Dorchester,42.30042,-71.0642,Private room,41,30,11,2024-06-01,0.13,27,325,3,
17223845,Right location & Private Room w/ Airbed Near T!,16186589,Marie,,Dorchester,42.30042,-71.06435,Private room,45,30,16,2023-12-31,0.20,27,339,3,
17285926,Perfect Location/Copley Square/South End,39323824,Peter,,South End,42.34547,-71.07481,Entire home/apt,,4,125,2023-06-15,1.41,1,0,0,STR-398252
17296595,Beautifully renovated apartment in the trees,13242712,Benjamin,,Jamaica Plain,42.30817,-71.11114,Entire home/apt,375,29,105,2023-10-30,1.20,1,49,25,STR-484090
17430142,Renovated Clean Quiet House near Orange line,18517776,Huggy,,Roxbury,42.31341,-71.09358,Private room,39,150,2,2017-06-22,0.02,31,179,0,
17463797,Andrew Sq Teal Room Close to T & Shops,18479599,Agnieszka,,Dorchester,42.32446,-71.05814,Private room,,91,0,,,8,0,0,
17523133,"Entire floor, private bath, 2 mins walk to subway",88194508,Glenn,,Dorchester,42.28499,-71.06211,Private room,119,2,353,2024-06-20,3.98,1,102,48,STR-536324
17523630,Private & serene getaway in beautiful JP,30593609,Jennifer,,Jamaica Plain,42.31299,-71.11876,Entire home/apt,186,3,257,2024-06-06,2.90,1,319,34,STR-446068
17529340,S End/B Bay border! Copley Location- Perfect 1 Br,89406568,Denise,,South End,42.34566,-71.07433,Entire home/apt,350,3,266,2024-06-17,3.02,1,74,31,STR-390973
17541222,Room for up to 4 in Updated 1 BR apt by T!,18150109,Alex,,Roxbury,42.32852,-71.09581,Entire home/apt,153,91,159,2019-12-09,1.79,5,177,0,
17559493,"NEW 2nd Floor, 2BR Downtown Boston",118122992,Billy,,Chinatown,42.34903,-71.062,Entire home/apt,266,3,277,2024-05-06,3.13,4,163,33,STR-414537
17559756,"NEW 3rd Floor, 2BR Downtown Boston",118122992,Billy,,Chinatown,42.3503,-71.06037,Entire home/apt,278,3,236,2024-06-05,2.67,4,81,43,STR-414541
17559846,NEW B 1BR Downtown Boston,118122992,Billy,,Chinatown,42.34835,-71.06039,Entire home/apt,145,29,215,2024-03-19,2.43,4,302,4,
17567087,Charming South End Duplex (Pets Ok),119265681,Maude,,South End,42.34351,-71.06889,Entire home/apt,350,2,333,2024-06-16,3.77,2,196,40,STR-479374
17573922,"NEW 1st Floor, 1BR Downtown Boston",118122992,Billy,,Chinatown,42.34986,-71.06197,Entire home/apt,180,29,148,2023-08-12,1.68,4,299,1,
17588460,Fenway/Back Bay Luxury Apt-,38997,Michelle,,Fenway,42.34651,-71.08957,Entire home/apt,126,91,3,2017-09-01,0.03,13,183,0,
17609053,⍟ Lofty South End Penthouse w/Street Parking! ⍟,12452436,Drew,,South End,42.33944,-71.07532,Entire home/apt,,29,31,2023-04-19,0.36,2,0,0,STR-453957
17616603,Charming South-End condo with large outdoor patio,55900538,Michael,,South End,42.33959,-71.08015,Entire home/apt,249,1,319,2024-06-07,3.63,1,249,49,STR-397947
17617918,Back Bay One Bedroom - Best Neighborhood in Boston,22541573,Furnished Quarters,,Fenway,42.3461,-71.0877,Entire home/apt,230,32,1,2017-06-19,0.01,34,301,0,
17676984,Private room-10 min to downtown15 min to Cambridge,21745230,Jurek,,Charlestown,42.38376,-71.07707,Private room,84,1,5,2017-09-02,0.06,11,167,0,STR-383106
17704067,Great Location for your stay!,16186589,Marie,,Dorchester,42.30656,-71.07173,Private room,40,30,15,2024-06-02,0.18,27,333,3,
17779084,Huge rm Renovated Clean Subway Safe neighborhood,18517776,Huggy,,Roxbury,42.31333,-71.09339,Private room,39,91,0,,,31,365,0,
17791011,Back Bay Cozy Studio In Brownstone first floor,57329784,David,,Back Bay,42.351228418558804,-71.08858946710825,Entire home/apt,190,1,166,2024-06-17,6.97,1,32,72,Exempt: This listing is a unit that has contracts with hospitals
17806747,Brand New North End Luxurious One Bedroom Condo up,10250257,Caroline,,North End,42.36393,-71.05223,Entire home/apt,130,91,15,2022-02-28,0.17,2,8,0,
17807912,"Apartment in Jamaica Plain, Boston",53753788,Allison,,Jamaica Plain,42.29973,-71.11618,Entire home/apt,82,91,22,2018-09-02,0.26,1,90,0,
17849739,Suitable & Convenient Private Bedroom Near T!,16186589,Marie,,Dorchester,42.28964,-71.06607,Private room,45,30,11,2024-05-31,0.15,27,335,4,
17907229,Great 3 Bdr apartment with Airbeds!,16186589,Marie,,Dorchester,42.30133,-71.0648,Entire home/apt,,30,0,,,27,325,0,
17927755,Master Bedroom/Private Bathroom/Mission Hill/JP,106269675,Nadia,,Mission Hill,42.32938,-71.11024,Private room,80,29,79,2024-04-13,0.90,1,315,2,
17942707,Newly Renovated 1 BR close to T & Longwood Med!,18150109,Alex,,Roxbury,42.32807,-71.09557,Entire home/apt,156,91,98,2019-11-24,1.12,5,296,0,
17952482,#101 Boston New heating AC room 全樓禁烟讲国语,112905339,Weihai,,Dorchester,42.30752,-71.06525,Private room,65,30,33,2023-06-21,0.38,7,152,0,
17962385,"Heart of Boston- Large Studio, private entrance",116718872,Clare,,South End,42.34417361700382,-71.07598677488207,Entire home/apt,215,3,67,2023-09-04,0.79,1,36,16,STR-446061
17969508,Renovated House Large Bay Windows Near Orange Line,18517776,Huggy,,Roxbury,42.31343,-71.09345,Private room,39,150,0,,,31,365,0,
17974950,"★ Sunny, Spacious & Modern ★ Cleaned & Sanitized!",69587,Boris & Susan,,East Boston,42.37642,-71.03784,Private room,112,1,778,2024-06-16,8.96,8,357,97,STR-400320
17994861,South End 2 Bed with Parking x 2,55715847,Lyndsay,,South End,42.34218,-71.079,Entire home/apt,,91,1,2017-05-28,0.01,1,0,0,
18023901,C_Large room easy commute to Boston Downtown.,89328922,Ehab,,Dorchester,42.32116317572481,-71.05723853260125,Private room,85,1,110,2024-06-01,1.57,13,116,52,STR-484164
18055117,Boston Strong,124261946,Kimberly,,Dorchester,42.30403,-71.07564,Private room,,91,2,2019-09-01,0.02,1,75,0,
18070939,Large Stylish Newbury Street Studio w/kitchen,22348222,Maverick,,Back Bay,42.34981,-71.08263,Entire home/apt,219,29,301,2023-11-09,3.45,87,279,18,LB-418468
18159981,Sunny Boston Apartment,30732884,Jeffery,,Dorchester,42.28897,-71.06613,Entire home/apt,165,91,75,2024-02-22,0.86,2,248,1,
18170647,"Spacious, step to public transport,  hospitals.",31340713,Kama,,Brighton,42.34133,-71.14605,Entire home/apt,195,29,4,2023-01-03,0.06,27,297,0,Exempt: This listing is a unit used for furnished institutional or business stays
18191155,NUTS FREE & Cozy 15 min to Logan∆7 min to Downtown,33858449,Lainey,,Chinatown,42.34983,-71.06132,Entire home/apt,250,3,44,2024-06-15,0.77,1,34,11,STR-416030
18199963,“The Tower Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35395,-71.16776,Private room,109,1,187,2024-06-02,2.18,6,343,32,STR-453972
18220200,Near Orange Line Renovated Clean AC Easy Parking,18517776,Huggy,,Roxbury,42.31337,-71.09339,Private room,39,120,1,2017-09-01,0.01,31,365,0,
18240259,"Cozy, comfortable, and convenient.",14904600,Brian,,Jamaica Plain,42.3196,-71.1044,Private room,,91,12,2017-06-01,0.14,1,0,0,
18290558,★ Spacious & Modern ★ Professionally Sanitized ★,69587,Boris & Susan,,East Boston,42.3748,-71.03803,Private room,112,1,871,2024-06-19,10.02,8,353,83,STR-400320
18305618,"Boston’s Luxury Cellar Apartment, Comfy & Cozy",126495858,Silvia,,Hyde Park,42.2353,-71.12879,Entire home/apt,130,29,121,2024-06-16,4.39,1,330,41,STR-523303
18342681,"★ Modern, Cozy & Convenient ★ Close to Downtown!",69587,Boris & Susan,,East Boston,42.37441,-71.03809,Private room,112,1,685,2024-06-11,7.88,8,361,82,STR-400320
18342707,★Clean | Cozy Bedroom - Close to Subway & Airport★,69587,Boris & Susan,,East Boston,42.37612,-71.03807,Private room,112,1,715,2024-06-17,8.22,8,363,91,STR-400320
18354570,Newly Remodeled Studio in Back Bay - River View,66334205,Zack,,Back Bay,42.35318,-71.07904,Entire home/apt,153,30,142,2024-05-03,1.64,1,85,4,
18368646,"M&R - Private Bdrm Living Room, Bathroom & Parking",7988017,Minter,,Dorchester,42.29189,-71.0574,Private room,70,29,104,2022-09-10,1.20,3,330,0,STR-397983
18396209,FLEXIBLE LEASES Downtown 4 Beds  2 Bath Boston,103216039,Olivia,,Downtown,42.35553,-71.05674,Entire home/apt,,91,150,2019-12-08,1.74,1,0,0,
18568481,Flats on D. Great Place to have fun.,128916761,Chris,,South Boston Waterfront,42.34534,-71.04232,Entire home/apt,,91,0,,,1,0,0,
18582571,Clean upscale apt and location,129018803,Paula,,Beacon Hill,42.35782,-71.06975,Entire home/apt,,91,2,2017-05-27,0.02,1,0,0,
18584891,"◇Cape Cod Suite, with Private Bath ◇",31035862,Roger Michael,,Dorchester,42.29402,-71.06196,Private room,151,1,852,2024-06-19,9.84,3,112,115,str-482961
18605469,No longer available,38185168,Tim,,Dorchester,42.28266,-71.05867,Private room,,91,3,2018-10-14,0.03,1,0,0,
18617002,Artist's loft in the South End,43666185,Shanta,,South End,42.34125,-71.06522,Entire home/apt,,91,6,2017-08-17,0.07,1,0,0,
18736738,Spacious pet friendly 1BD APT w/ Devoted Entrance.,130336134,Elie,,West Roxbury,42.29486,-71.15989,Entire home/apt,118,91,18,2024-03-01,0.22,1,55,1,
18790023,Unwind from Boston in Comfy/Spacious PrivateRm,9705586,Estuardo,,Roslindale,42.27801,-71.13446,Private room,110,2,92,2023-10-09,1.07,2,364,4,STR-401632
18875451,“The Sunset Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35418,-71.16776,Private room,109,1,225,2024-06-15,2.63,6,347,45,STR-453972
18875553,“The King's Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,114,1,94,2024-06-02,1.10,6,340,19,STR-453972
18875599,“The Pistachio Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,102,1,108,2024-06-02,1.26,6,337,16,STR-453972
18876533,“The In & Out Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35457,-71.16684,Private room,102,1,108,2024-06-13,2.35,6,348,25,STR-453972
18942870,Andrew Sq - Cozy Quiet Room,18479599,Agnieszka,,Dorchester,42.32458,-71.05999,Private room,65,91,1,2022-05-18,0.04,8,365,0,
18945347,B204 New AC & Heating Boston private room,105851798,Anne,,Dorchester,42.30742,-71.06513,Private room,50,29,48,2024-05-31,0.56,10,274,4,
19037094,Trendy 1 bed in luxury seaport building,132854775,Kimber,,South Boston Waterfront,42.34867,-71.0435,Entire home/apt,,91,12,2017-10-09,0.14,1,0,0,
19071875,Big newly renovated 2 bedroom condo in East Boston,15943555,Monya,,East Boston,42.37957,-71.04049,Entire home/apt,,2,9,2019-07-31,0.11,4,0,0,STR-387383
19100282,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,,Jamaica Plain,42.30308,-71.13398,Entire home/apt,500,3,21,2023-08-14,0.29,1,18,6,STR-398981
19102461,Private Room in very spacious JP House.( Lilac Rm),133457702,Selim,,Jamaica Plain,42.32424,-71.10748,Private room,109,29,106,2023-10-13,1.24,9,109,2,STR-414742
19103076,"Comfortable, Private Suite, conveniently located",133457702,Selim,,Jamaica Plain,42.32455,-71.10781,Private room,,29,108,2023-10-28,1.28,9,19,5,STR-545009
19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",31035862,Roger Michael,,Dorchester,42.29366,-71.06422,Private room,145,1,817,2024-06-19,9.56,3,70,122,STR-482961
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,,Dorchester,42.31343,-71.05495,Private room,80,2,187,2024-06-16,2.18,1,312,32,STR-523314
19149341,Fun Houseboat,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,223,2,101,2023-10-07,1.20,3,253,9,STR-416892
19154786,Comfortable & Convenient ( Centrally Located).,133927887,Kat,,Fenway,42.34676,-71.08989,Entire home/apt,,91,14,2017-09-01,0.16,14,0,0,
19174144,Clean spacious modern 2BR JP condo,13897255,Chris,,Jamaica Plain,42.30676,-71.11278,Entire home/apt,,91,5,2017-10-09,0.06,2,0,0,
